Ticker,Industry,Index,P/E,EPS (ttm),Insider Own,Shs Outstand,Perf Week,Market Cap,Forward P/E,EPS next Y,Insider Trans,Shs Float,Perf Month,Income,PEG,EPS next Q,Inst Own,Short Float / Ratio,Perf Quarter,Sales,P/S,EPS this Y,Inst Trans,Short Interest,Perf Half Y,Book/sh,P/B,ROA,Target Price,Perf Year,Cash/sh,P/C,EPS next 5Y,ROE,52W Range,Perf YTD,Dividend,P/FCF,EPS past 5Y,ROI,52W High,Beta,Dividend %,Quick Ratio,Sales past 5Y,Gross Margin,52W Low,ATR,Employees,Current Ratio,Sales Q/Q,Oper. Margin,RSI (14),Volatility,Optionable,Debt/Eq,EPS Q/Q,Profit Margin,Rel Volume,Prev Close,Shortable,LT Debt/Eq,Earnings,Payout,Avg Volume,Price,Recom,SMA20,SMA50,SMA200,Volume,Change
LYV,Communication Services,S&P 500,85.76,0.98,2.30%,228.54M,-2.56%,19.38B,49.50,49.82%,-1.88%,154.51M,-12.84%,252.60M,-,1.28,71.90%,8.58% / 6.13,-0.13%,19.20B,1.01,120.90%,-0.67%,13.26M,7.90%,-0.82,-,1.40%,109.88,-13.43%,31.04,2.72,-,-92.70%,64.25 - 101.74,21.01%,-,13.12,23.40%,11.50%,-17.05%,1.29,-,1.10,11.50%,25.60%,31.35%,2.41,12800,1.10,-9.70%,4.70%,34.5,1.66% 3.54%,Yes,-,225.30%,1.30%,0.39,84.56,Yes,-,Jul 27 AMC,0.00%,2.16M,84.39,2.00,-5.75%,-6.17%,9.00%,"846,391",-0.20%
CTSH,Technology,"NDX, S&P 500",16.04,4.29,0.10%,506.00M,-1.83%,35.24B,14.66,7.15%,-5.92%,503.86M,3.06%,2.19B,3.77,1.09,93.50%,1.48% / 1.96,8.14%,19.39B,1.82,9.00%,-0.42%,7.47M,3.68%,25.50,2.70,12.30%,69.81,-0.15%,4.09,16.82,4.25%,17.60%,51.33 - 72.71,20.30%,1.16,16.29,4.40%,17.30%,-5.37%,1.07,1.69%,2.30,5.60%,35.00%,34.03%,1.41,345600,2.30,-0.40%,14.20%,52.05,1.70% 1.83%,Yes,0.05,-17.50%,11.30%,0.77,69.08,Yes,0.05,Aug 02 AMC,19.30%,3.82M,68.8,3.10,0.29%,3.51%,10.40%,"2,924,580",-0.41%
MRO,Energy,S&P 500,8.33,3.17,0.20%,614.00M,-1.68%,15.63B,7.90,41.78%,-1.07%,603.17M,4.60%,2.05B,-,0.56,79.30%,1.86% / 0.93,14.49%,7.21B,2.17,338.00%,-5.96%,11.20M,-1.46%,18.31,1.44,10.50%,31.53,12.73%,0.36,72.68,-8.79%,18.10%,20.57 - 33.42,-2.51%,0.40,5.80,48.30%,21.80%,-21.04%,2.35,1.52%,0.70,11.40%,89.00%,28.29%,0.71,1570,0.80,-34.30%,40.40%,59.0,2.29% 2.42%,Yes,0.52,-65.90%,28.40%,0.86,26.0,Yes,0.51,Aug 02 AMC,12.30%,11.98M,26.39,2.20,1.47%,7.83%,2.62%,"10,303,010",1.50%
ICE,Financial,S&P 500,37.83,3.01,0.20%,560.00M,-0.21%,64.19B,18.53,8.89%,-17.65%,553.62M,-1.63%,1.69B,5.54,1.40,91.20%,0.63% / 1.57,4.79%,9.57B,6.71,-64.10%,-1.06%,3.52M,6.18%,42.54,2.67,1.00%,133.52,1.84%,5.10,22.31,6.83%,7.30%,88.60 - 117.85,10.88%,1.68,20.36,-2.80%,8.10%,-3.48%,0.93,1.48%,1.10,10.50%,76.90%,28.39%,1.81,9116,1.10,-3.20%,38.70%,47.55,1.22% 1.53%,Yes,0.76,43.70%,17.60%,1.71,113.61,Yes,0.76,Aug 03 BMO,53.00%,2.24M,113.75,1.90,-0.97%,0.26%,6.40%,"3,834,242",0.12%
UNP,Industrials,S&P 500,20.56,10.96,0.10%,608.70M,-1.84%,137.77B,19.29,10.81%,-0.41%,607.62M,3.91%,6.73B,2.52,2.66,80.60%,0.93% / 2.05,13.30%,24.77B,5.56,12.70%,-1.11%,5.67M,12.34%,21.68,10.39,10.20%,248.50,-6.49%,1.36,165.99,8.17%,54.30%,183.69 - 242.28,8.78%,5.20,25.18,13.10%,17.30%,-7.03%,1.11,2.31%,0.60,3.20%,76.70%,22.63%,3.62,31766,0.70,-4.90%,39.00%,54.66,1.16% 1.55%,Yes,2.52,-12.10%,27.20%,0.59,224.38,Yes,2.39,Jul 26 BMO,47.40%,2.77M,225.26,2.30,-1.11%,5.21%,9.47%,"1,645,419",0.39%
CTAS,Industrials,"NDX, S&P 500",37.39,12.98,0.50%,101.81M,-0.93%,49.40B,30.69,10.03%,-1.89%,86.40M,-4.27%,1.34B,3.09,3.65,66.40%,1.38% / 2.93,2.80%,8.82B,5.6,11.40%,0.61%,1.19M,9.99%,37.95,12.79,15.90%,526.43,10.55%,1.22,398.09,12.11%,37.90%,370.93 - 518.71,7.49%,5.40,36.96,18.50%,23.00%,-6.41%,1.3,1.11%,2.00,6.40%,47.30%,30.87%,6.98,44500,2.40,10.10%,20.40%,40.53,1.34% 1.35%,Yes,0.64,18.80%,15.20%,1.59,483.92,Yes,0.64,Jul 13 BMO,33.30%,405.94K,485.44,2.40,-2.56%,-1.58%,5.49%,"647,336",0.31%
TFX,Healthcare,S&P 500,27.90,7.80,0.23%,46.98M,-4.23%,10.25B,15.19,7.86%,-2.76%,46.89M,-15.58%,368.70M,2.68,3.29,97.20%,3.43% / 5.67,-11.25%,2.90B,3.54,-25.00%,-9.99%,1.61M,-11.67%,89.72,2.43,5.40%,268.15,-11.16%,5.32,40.88,10.40%,9.10%,182.65 - 276.43,-12.83%,1.36,31.59,6.30%,7.30%,-21.28%,1.03,0.62%,1.50,5.40%,55.00%,19.14%,5.24,15500,2.60,5.50%,17.90%,22.96,1.67% 2.29%,Yes,0.37,5.60%,12.70%,0.88,221.24,Yes,0.35,Aug 03 BMO,17.30%,283.22K,217.61,2.60,-9.45%,-9.97%,-10.15%,"250,292",-1.64%
MAR,Consumer Cyclical,"NDX, S&P 500",22.80,8.87,0.90%,303.60M,-3.08%,60.24B,21.18,10.90%,-6.66%,238.80M,5.54%,2.79B,1.30,2.10,61.70%,2.28% / 2.70,11.63%,22.93B,2.63,116.90%,-3.40%,5.43M,14.96%,-0.74,-,11.20%,200.33,23.55%,1.89,106.99,17.60%,720.40%,135.90 - 210.98,35.73%,2.08,24.63,6.00%,25.50%,-4.21%,1.57,1.03%,0.50,0.30%,22.40%,48.70%,4.11,140000,0.50,13.80%,17.50%,55.69,1.97% 1.95%,Yes,-,15.70%,12.20%,0.89,202.33,Yes,-,Aug 01 BMO,18.20%,2.01M,202.09,2.60,-0.02%,6.18%,17.77%,"1,780,195",-0.12%
HBAN,Financial,S&P 500,7.19,1.55,0.60%,1.45B,-7.17%,16.08B,8.68,-7.16%,-2.82%,1.43B,-6.07%,2.27B,-,0.33,83.70%,2.88% / 3.12,8.90%,7.70B,2.09,61.90%,1.70%,41.30M,-27.38%,11.27,0.99,1.20%,12.86,-22.26%,9.90,1.12,-2.15%,14.40%,9.13 - 15.74,-20.99%,0.62,5.71,10.80%,17.80%,-29.22%,1.1,5.57%,-,11.70%,-,22.01%,0.28,20198,-,67.20%,68.20%,36.88,1.98% 2.18%,Yes,0.55,1.40%,29.50%,0.64,11.24,Yes,0.55,Jul 21 BMO,39.40%,13.23M,11.14,2.60,-6.72%,-1.91%,-12.38%,"8,408,315",-0.89%
BBY,Consumer Cyclical,S&P 500,13.28,5.92,0.20%,218.90M,-0.88%,17.39B,11.46,12.80%,-52.44%,193.95M,-6.02%,1.32B,3.91,1.24,83.00%,4.89% / 4.09,7.60%,45.12B,0.39,-36.10%,-3.35%,9.49M,-10.90%,12.76,6.16,8.40%,79.35,-4.46%,4.65,16.88,3.40%,46.10%,60.78 - 93.32,-2.02%,3.68,8.88,8.50%,35.90%,-15.79%,1.54,4.68%,0.30,1.90%,21.50%,29.29%,1.62,90000,1.00,-11.10%,3.60%,41.63,2.01% 1.86%,Yes,0.42,-25.70%,2.90%,0.71,77.72,Yes,0.41,Aug 29 BMO,59.30%,2.32M,78.59,3.00,-3.16%,-2.43%,-0.26%,"1,645,319",1.12%
AZO,Consumer Cyclical,S&P 500,19.32,127.23,0.10%,18.39M,-1.02%,44.25B,16.80,11.81%,-72.47%,18.09M,-0.07%,2.47B,1.94,45.11,96.60%,1.80% / 1.70,-7.19%,17.11B,2.59,23.10%,-3.04%,0.33M,-4.39%,-233.92,-,16.00%,2777.45,5.57%,15.27,160.97,9.95%,-62.40%,2050.21 - 2750.00,-0.32%,-,18.69,21.60%,90.60%,-10.60%,0.66,-,0.10,8.30%,51.60%,19.91%,39.62,69440,0.80,5.80%,19.60%,45.79,1.51% 1.49%,Yes,-,17.50%,14.50%,1.15,2457.28,Yes,-,May 23 BMO,0.00%,191.50K,2458.39,2.00,-0.69%,-0.50%,-1.21%,"220,805",0.05%
CHTR,Communication Services,"NDX, S&P 500",14.13,29.76,12.30%,150.09M,-1.75%,62.98B,10.78,21.25%,-0.17%,98.59M,6.33%,4.62B,0.74,8.24,67.80%,8.36% / 6.77,22.37%,54.54B,1.15,25.60%,-3.82%,8.25M,5.02%,69.69,6.03,3.20%,479.57,-9.63%,3.19,131.76,19.15%,48.80%,297.66 - 467.92,24.00%,-,17.72,62.10%,9.70%,-10.14%,1.1,-,0.30,5.40%,45.30%,41.26%,8.54,101700,0.30,0.40%,22.10%,64.91,1.49% 2.11%,Yes,9.37,-8.60%,8.50%,1.05,424.83,Yes,9.18,Jul 28 BMO,0.00%,1.22M,420.47,2.60,1.51%,10.72%,15.09%,"1,281,975",-1.03%
ORCL,Technology,S&P 500,37.95,3.07,42.60%,2.71B,3.01%,315.91B,18.47,13.32%,-1.10%,1.56B,0.50%,8.50B,3.31,1.14,42.70%,0.96% / 1.43,13.80%,49.95B,6.32,27.50%,0.29%,15.05M,32.76%,0.40,291.15,6.50%,124.89,46.95%,3.76,31.01,11.46%,-296.60%,60.78 - 127.54,42.48%,1.60,37.30,4.50%,13.60%,-8.69%,0.99,1.37%,0.90,4.90%,72.80%,91.61%,2.54,164000,0.90,16.90%,26.20%,52.71,2.43% 1.97%,Yes,84.33,2.30%,17.00%,0.89,114.88,Yes,80.54,Jun 12 AMC,40.60%,10.52M,116.46,2.40,0.62%,-0.22%,21.88%,"9,410,595",1.38%
GE,Industrials,S&P 500,13.40,8.35,0.20%,1.09B,-2.45%,120.58B,25.53,86.22%,-13.04%,1.09B,0.49%,9.14B,0.46,0.55,71.90%,1.22% / 2.62,7.48%,72.05B,1.67,116.30%,-3.30%,13.26M,33.00%,28.64,3.90,5.30%,124.52,79.25%,21.93,5.10,29.00%,28.80%,48.29 - 117.96,70.97%,0.32,25.66,16.50%,-1.20%,-5.23%,1.3,0.29%,0.90,-5.10%,25.10%,131.51%,2.14,172000,1.30,18.20%,-0.20%,48.6,1.80% 1.83%,Yes,0.70,182.90%,12.80%,0.89,110.96,Yes,0.64,Jul 25 BMO,3.80%,5.05M,111.79,2.10,-1.49%,1.64%,24.32%,"4,506,832",0.75%
OTIS,Industrials,S&P 500,26.38,3.17,0.08%,412.70M,-4.21%,34.62B,21.50,11.42%,-3.16%,411.41M,-3.60%,1.33B,2.84,0.88,87.70%,1.05% / 2.18,-0.91%,13.85B,2.5,2.60%,0.00%,4.31M,0.17%,-11.76,-,13.60%,90.12,3.91%,2.95,28.40,9.30%,-27.30%,62.49 - 91.33,6.92%,1.36,26.49,15.10%,79.80%,-8.32%,0.87,1.62%,0.80,2.10%,29.00%,33.99%,1.53,69000,0.90,6.70%,15.30%,31.71,1.67% 1.81%,Yes,-,19.40%,9.60%,0.99,83.92,Yes,-,Jul 26 BMO,37.80%,1.98M,83.73,2.60,-5.15%,-4.68%,0.99%,"1,949,583",-0.23%
RSG,Industrials,S&P 500,29.46,4.97,0.11%,316.80M,-0.87%,46.22B,24.70,10.52%,-3.58%,315.62M,-5.33%,1.57B,3.31,1.42,95.80%,0.61% / 1.72,1.08%,14.43B,3.2,16.10%,-0.15%,1.91M,12.53%,32.21,4.54,5.40%,165.71,-1.12%,0.57,254.52,8.89%,16.00%,120.58 - 156.65,13.40%,2.14,24.69,14.30%,9.50%,-6.62%,0.67,1.46%,0.70,6.10%,39.20%,21.31%,2.17,40000,0.80,9.10%,18.00%,41.34,1.37% 1.47%,Yes,1.19,14.80%,10.90%,1.25,145.79,Yes,1.17,Jul 31 AMC,39.80%,1.11M,146.28,2.20,-2.48%,-1.75%,6.50%,"1,386,264",0.34%
MTB,Financial,S&P 500,7.54,16.93,0.10%,165.84M,-6.05%,21.06B,8.55,-8.73%,-22.78%,164.93M,-7.84%,2.88B,-,3.81,86.70%,2.61% / 3.74,4.19%,8.70B,2.42,-16.40%,-1.31%,4.31M,-20.04%,143.45,0.89,1.40%,151.87,-33.05%,183.62,0.70,-,12.30%,109.36 - 192.56,-11.98%,5.20,5.94,4.50%,17.20%,-33.69%,0.81,4.07%,-,8.40%,-,16.75%,3.48,22210,-,5.10%,76.50%,37.71,2.01% 2.21%,Yes,0.31,60.10%,33.10%,0.46,128.74,Yes,0.31,Jul 19 BMO,29.40%,1.15M,127.68,2.00,-6.64%,-2.34%,-8.07%,"529,356",-0.82%
SO,Utilities,S&P 500,24.00,2.83,0.10%,1.09B,-2.43%,73.85B,16.84,11.80%,-21.16%,1.09B,-4.59%,3.08B,3.29,1.36,63.50%,1.02% / 2.72,-4.56%,27.65B,2.67,45.50%,2.58%,11.13M,2.96%,28.09,2.41,2.30%,73.87,-14.44%,1.95,34.79,7.30%,10.00%,58.85 - 80.57,-5.04%,2.80,-,41.60%,5.20%,-15.84%,0.53,4.13%,0.60,4.90%,83.90%,15.23%,1.13,27700,0.80,-20.20%,17.50%,37.55,1.29% 1.67%,Yes,1.98,-25.70%,11.20%,0.65,68.25,Yes,1.80,Aug 03 BMO,96.50%,4.10M,67.81,2.40,-3.53%,-3.90%,-2.10%,"2,682,445",-0.64%
NTRS,Financial,S&P 500,13.76,5.58,0.20%,207.64M,-3.97%,15.86B,11.64,8.78%,-0.14%,205.72M,-3.57%,1.16B,1.54,1.52,85.10%,1.81% / 2.73,5.28%,9.20B,1.72,-14.00%,-0.07%,3.72M,-19.83%,51.78,1.48,0.70%,85.67,-25.12%,23.70,3.24,8.92%,11.10%,69.54 - 102.82,-13.28%,3.00,6.94,5.50%,0.90%,-25.36%,1.08,3.91%,-,6.10%,73.60%,10.35%,1.82,23600,-,52.80%,17.40%,45.26,1.58% 1.85%,Yes,13.09,-16.20%,12.60%,0.7,76.95,Yes,0.45,Jul 19 BMO,52.80%,1.36M,76.74,2.90,-3.20%,0.78%,-9.11%,"952,985",-0.27%
KO,Consumer Defensive,"DJIA, S&P 500",25.20,2.42,0.67%,4.33B,-0.36%,262.49B,21.56,7.00%,-2.94%,4.30B,-2.31%,10.51B,3.95,0.69,71.50%,0.46% / 1.45,-2.95%,44.14B,5.95,-2.60%,0.39%,19.83M,2.92%,6.01,10.14,11.00%,70.02,-6.06%,3.64,16.73,6.38%,42.80%,54.01 - 65.47,-4.18%,1.84,27.66,14.30%,14.00%,-6.90%,0.54,3.02%,1.00,3.50%,58.50%,12.84%,0.72,82500,1.10,5.70%,26.10%,47.66,0.98% 1.20%,Yes,1.60,34.10%,23.80%,0.81,60.61,Yes,1.37,Jul 26 BMO,73.30%,13.64M,60.95,2.00,-0.96%,-0.16%,-0.92%,"11,065,636",0.56%
SPGI,Financial,S&P 500,52.85,7.23,0.10%,319.30M,-1.47%,121.59B,26.44,15.42%,-10.82%,314.95M,-9.86%,2.35B,3.96,3.07,91.70%,1.14% / 2.87,5.00%,12.06B,10.08,-18.50%,-3.67%,3.58M,6.76%,111.08,3.44,3.80%,447.90,-1.48%,4.90,77.89,13.36%,6.50%,279.32 - 428.65,14.05%,3.60,38.21,9.90%,7.90%,-10.88%,1.12,0.94%,0.80,13.00%,65.80%,36.76%,6.77,39950,0.80,3.60%,30.10%,36.52,1.21% 1.70%,Yes,0.32,-44.20%,19.50%,0.84,384.38,Yes,0.30,Jul 27 BMO,48.20%,1.25M,382.0,1.70,-3.71%,-3.85%,5.56%,"1,044,886",-0.62%
GILD,Healthcare,"NDX, S&P 500",17.46,4.35,0.10%,1.25B,-5.15%,94.55B,10.47,9.35%,-2.01%,1.24B,-5.08%,5.48B,5.72,1.91,83.00%,1.51% / 3.25,-2.98%,27.38B,3.45,-26.20%,0.85%,18.84M,-9.01%,16.94,4.48,8.80%,91.20,14.93%,5.35,14.18,3.05%,26.00%,61.44 - 89.74,-11.61%,3.00,10.59,-13.90%,13.10%,-15.44%,0.38,3.95%,0.90,0.90%,79.40%,23.49%,1.56,17000,1.00,5.40%,30.90%,39.16,1.91% 2.01%,Yes,1.19,-8.50%,20.00%,1.12,76.5,Yes,1.00,Aug 03 AMC,67.60%,5.80M,75.88,2.50,-2.89%,-2.25%,-6.84%,"6,483,487",-0.81%
SBAC,Real Estate,S&P 500,47.79,4.66,0.40%,108.36M,-3.28%,23.93B,36.86,13.07%,-0.09%,107.05M,-0.16%,508.20M,3.11,1.20,97.20%,1.62% / 1.80,-5.28%,2.72B,8.81,97.40%,-0.20%,1.73M,-21.54%,-47.00,-,4.90%,286.71,-35.83%,1.87,118.72,15.39%,-9.70%,214.51 - 348.76,-20.62%,3.40,20.23,30.40%,11.30%,-36.20%,0.51,1.53%,0.70,8.80%,75.40%,3.73%,6.39,1834,0.70,4.10%,34.70%,45.2,2.21% 2.76%,Yes,-,194.20%,18.70%,0.62,220.94,Yes,-,Jul 31 AMC,66.40%,963.22K,222.51,2.20,-0.99%,-2.69%,-14.09%,"595,663",0.71%
CVS,Healthcare,S&P 500,29.33,2.28,0.10%,1.28B,-10.77%,84.77B,7.75,0.31%,-0.92%,1.28B,-10.77%,2.92B,6.69,2.13,80.70%,1.49% / 2.01,-3.61%,339.20B,0.25,-47.30%,0.60%,19.05M,-24.05%,56.68,1.18,1.20%,93.37,-36.32%,13.31,5.02,4.39%,4.10%,64.62 - 104.89,-28.31%,2.42,4.80,-8.90%,5.10%,-36.30%,0.62,3.62%,0.60,11.80%,39.00%,3.39%,1.89,300000,0.90,10.30%,1.90%,30.05,2.77% 2.32%,Yes,0.88,-35.60%,0.90%,1.58,66.8,Yes,0.84,Aug 02 BMO,109.50%,9.50M,66.81,2.20,-9.88%,-6.97%,-17.73%,"14,963,804",0.01%
GRMN,Technology,S&P 500,19.62,5.18,0.10%,191.29M,-1.89%,19.49B,17.88,9.59%,-14.71%,153.35M,-4.76%,994.40M,3.50,1.29,55.50%,1.93% / 3.80,-2.60%,4.92B,3.97,-10.00%,0.87%,2.96M,4.53%,32.01,3.17,12.80%,112.00,2.92%,8.75,11.61,5.60%,16.20%,76.37 - 108.56,10.03%,2.92,22.54,6.10%,15.10%,-6.46%,0.93,2.88%,1.90,9.30%,57.50%,32.97%,1.61,19700,2.80,6.40%,20.10%,33.44,1.30% 1.51%,Yes,0.00,12.70%,20.20%,0.7,101.79,Yes,0.00,Aug 02 BMO,56.30%,778.92K,101.55,2.60,-3.29%,-3.56%,2.60%,"547,204",-0.24%
VRSK,Industrials,"NDX, S&P 500",47.86,4.83,0.30%,144.84M,-1.59%,33.27B,34.83,16.19%,-8.26%,143.90M,0.03%,737.00M,4.29,1.47,93.80%,4.38% / 5.48,4.67%,2.30B,14.45,76.40%,-3.44%,6.30M,31.05%,2.03,113.76,9.00%,247.75,13.45%,2.14,107.76,11.15%,49.10%,162.94 - 238.82,30.90%,1.36,40.45,18.90%,21.60%,-3.30%,0.83,0.59%,1.10,3.10%,68.20%,41.73%,3.87,7000,1.10,10.20%,47.60%,49.1,1.43% 1.82%,Yes,9.68,28.80%,21.90%,0.53,230.68,Yes,9.67,Aug 02 BMO,39.10%,1.15M,230.94,2.20,-0.96%,1.23%,16.95%,"613,639",0.11%
GS,Financial,"DJIA, S&P 500",13.86,23.44,0.30%,342.30M,-4.64%,107.02B,8.92,38.05%,-3.06%,326.70M,-7.39%,8.30B,1.33,7.08,71.40%,1.00% / 1.38,-1.41%,90.84B,1.18,-49.40%,-0.22%,3.27M,-12.23%,309.06,1.05,0.50%,384.47,-8.14%,822.62,0.39,10.45%,7.80%,287.75 - 389.58,-5.37%,11.00,5.06,8.70%,1.20%,-16.59%,1.39,3.39%,-,9.60%,44.20%,12.92%,6.77,44600,-,73.90%,12.10%,33.69,1.56% 1.74%,Yes,9.30,-60.10%,9.10%,0.73,327.52,Yes,2.24,Jul 19 BMO,42.00%,2.37M,324.93,2.30,-6.58%,-3.22%,-5.59%,"1,729,729",-0.79%
HSIC,Healthcare,S&P 500,22.43,3.41,0.20%,130.91M,-0.17%,9.97B,13.36,8.57%,-28.74%,129.23M,-4.24%,458.00M,2.77,1.32,99.90%,2.18% / 3.39,-0.04%,12.60B,0.79,-12.30%,0.51%,2.82M,-7.61%,27.20,2.81,5.30%,82.83,2.18%,1.05,72.76,8.08%,13.00%,64.75 - 89.72,-4.19%,-,18.74,7.20%,12.60%,-14.71%,0.83,-,0.90,7.30%,30.60%,18.18%,1.46,22000,1.70,2.30%,5.20%,42.58,1.44% 1.87%,Yes,0.43,-7.90%,3.60%,3.91,76.47,Yes,0.32,Aug 07 BMO,0.00%,832.40K,76.52,2.90,-1.88%,-2.49%,-4.04%,"3,251,008",0.07%
EPAM,Technology,S&P 500,26.61,8.99,2.20%,57.99M,0.27%,14.13B,21.74,9.82%,-0.12%,56.09M,0.16%,533.40M,4.13,2.56,96.60%,2.11% / 1.80,0.53%,4.84B,2.92,-13.10%,2.88%,1.18M,-30.81%,56.26,4.26,13.40%,276.57,-47.73%,31.31,7.65,6.45%,17.60%,197.99 - 462.99,-26.96%,-,25.25,21.50%,16.00%,-48.29%,1.47,-,4.90,27.20%,31.30%,20.91%,7.17,59300,4.90,-2.10%,12.70%,50.85,2.71% 2.87%,Yes,0.01,543.40%,11.00%,0.6,233.7,Yes,0.01,Aug 03 BMO,0.00%,656.85K,239.39,2.40,0.32%,3.28%,-17.51%,"395,825",2.43%
CZR,Consumer Cyclical,S&P 500,16.40,3.18,0.40%,215.00M,-5.07%,11.55B,23.82,-49.32%,3.80%,214.07M,-7.18%,688.00M,0.60,0.30,96.50%,3.25% / 2.58,16.27%,11.42B,1.01,48.90%,-1.08%,6.96M,-0.15%,16.73,3.11,-2.60%,73.15,5.92%,4.35,11.97,27.50%,-24.30%,31.31 - 60.27,25.24%,-,962.81,-33.50%,5.80%,-13.56%,2.89,-,0.80,48.90%,51.10%,66.40%,1.84,49000,0.80,23.50%,14.50%,40.55,2.57% 3.17%,Yes,7.12,70.00%,-7.90%,0.77,52.7,Yes,7.10,Aug 01 AMC,-,2.70M,52.1,2.20,-7.47%,-1.14%,7.43%,"2,066,938",-1.14%
CI,Healthcare,S&P 500,12.57,21.95,0.10%,294.50M,-4.66%,81.53B,9.76,14.03%,-18.45%,291.38M,-6.19%,6.65B,1.14,6.69,91.60%,0.90% / 1.68,7.61%,186.13B,0.44,35.40%,-1.53%,2.62M,-7.82%,154.31,1.79,4.50%,333.21,-5.35%,35.40,7.80,11.06%,14.80%,240.50 - 340.11,-16.70%,4.92,7.14,17.10%,11.20%,-18.85%,0.67,1.78%,0.60,33.80%,12.60%,14.77%,6.68,71300,0.70,6.80%,5.20%,40.2,2.01% 1.85%,Yes,0.72,0.40%,3.60%,1.34,270.53,Yes,0.62,Aug 03 BMO,21.20%,1.56M,276.01,2.20,-4.98%,-1.94%,-4.24%,"2,093,765",2.03%
HPQ,Technology,S&P 500,11.78,2.64,0.10%,991.00M,-5.22%,30.81B,8.73,5.61%,-20.28%,983.96M,-4.61%,2.67B,7.32,0.95,83.70%,1.25% / 1.72,1.04%,56.21B,0.55,-42.80%,-5.44%,12.29M,2.61%,-2.51,-,7.10%,30.84,-9.47%,1.96,15.88,1.61%,-93.30%,24.08 - 35.32,15.59%,1.05,13.65,15.50%,42.50%,-12.06%,1.02,3.38%,0.40,3.90%,20.20%,29.01%,0.59,58000,0.70,-21.70%,6.30%,37.47,1.90% 1.68%,Yes,-,13.40%,4.80%,0.68,30.96,Yes,-,Aug 29 AMC,38.60%,7.16M,31.06,2.90,-4.47%,-1.91%,4.74%,"4,850,432",0.32%
CTVA,Basic Materials,S&P 500,32.58,1.56,0.15%,710.80M,-3.15%,35.89B,15.19,18.47%,0.00%,708.69M,-10.35%,1.11B,3.29,-0.21,83.30%,0.66% / 1.27,-9.66%,17.53B,2.05,-31.90%,-0.09%,4.67M,-19.11%,36.89,1.38,2.10%,69.10,-17.96%,3.70,13.72,9.90%,3.60%,49.95 - 68.43,-13.64%,0.64,-,-13.20%,5.20%,-25.82%,0.83,1.26%,1.10,4.40%,41.30%,1.62%,1.15,21000,1.70,-3.30%,10.10%,30.26,1.89% 1.89%,Yes,0.20,-10.60%,5.30%,1.3,50.43,Yes,0.09,Aug 03 AMC,46.10%,3.68M,50.76,2.20,-6.57%,-8.89%,-15.11%,"4,778,075",0.65%
QRVO,Technology,S&P 500,-,-0.17,0.50%,98.51M,-2.87%,9.92B,13.16,49.96%,-12.73%,97.40M,-5.56%,-9.30M,-,1.77,89.40%,2.01% / 1.64,4.15%,3.19B,3.12,-89.20%,-3.21%,1.95M,-5.25%,38.70,2.56,-0.10%,114.21,-6.13%,7.42,13.33,10.00%,-0.20%,75.38 - 114.59,9.18%,-,21.57,28.00%,2.60%,-13.64%,1.45,-,1.80,3.70%,36.10%,31.28%,2.81,8500,3.30,-37.10%,1.00%,37.95,2.42% 2.56%,Yes,0.54,-168.10%,-0.30%,0.94,98.25,Yes,0.54,Aug 02 AMC,0.00%,1.19M,98.96,2.80,-6.02%,-4.30%,0.36%,"1,115,700",0.72%
PTC,Technology,S&P 500,54.24,2.58,1.00%,118.48M,-2.32%,16.54B,27.71,18.02%,-58.83%,111.57M,-2.56%,306.80M,5.21,1.13,91.10%,1.31% / 1.72,4.58%,2.06B,8.04,-34.30%,-0.97%,1.46M,6.44%,21.93,6.38,5.60%,166.00,14.26%,2.38,58.76,10.42%,12.50%,101.82 - 152.09,16.57%,-,28.97,118.50%,10.00%,-8.00%,1.18,-,0.70,10.70%,79.60%,37.43%,2.82,6503,0.70,17.30%,23.50%,40.89,1.76% 2.05%,Yes,0.67,-13.90%,14.90%,0.93,141.18,Yes,0.67,Jul 26 AMC,0.00%,850.36K,139.93,2.00,-2.83%,-1.78%,7.01%,"794,426",-0.89%
DRI,Consumer Cyclical,S&P 500,19.77,8.01,0.40%,121.00M,-1.26%,19.52B,16.25,11.30%,-42.98%,120.44M,-7.96%,983.50M,2.17,1.72,92.00%,4.16% / 4.05,-2.26%,10.49B,1.86,8.10%,-1.10%,5.00M,8.72%,18.19,8.71,9.70%,174.44,19.42%,2.99,53.08,9.10%,47.10%,120.20 - 173.06,14.56%,5.24,20.52,14.00%,24.90%,-8.43%,1.22,3.31%,0.40,5.40%,19.90%,31.84%,2.48,187384,0.50,6.40%,11.50%,33.94,1.33% 1.49%,Yes,0.94,15.40%,9.40%,1.92,158.89,Yes,0.93,Jun 22 BMO,61.20%,1.24M,158.47,2.00,-3.95%,-4.24%,3.82%,"2,365,929",-0.26%
